keyTime,datetime,dayTime,dayWeekTime,dayWeekAbbrevTime,dayWeekCompleteTime,monthTime,monthAbbrevTime,monthCompleteTime,bimonthTime,quarterTime,semesterTime,yearTime
6207,2011-06-28,28,3,QUA,QUARTA,6,JUN,JUNHO,3,2,1,2011
6208,2011-06-29,29,4,QUI,QUINTA,6,JUN,JUNHO,3,2,1,2011
6209,2011-06-30,30,5,SEX,SEXTA,6,JUN,JUNHO,3,2,1,2011
6210,2011-07-01,1,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2011
6211,2011-07-02,2,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2011
6212,2011-07-03,3,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2011
6213,2011-07-04,4,2,TER,TERCA,7,JUL,JULHO,4,3,2,2011
6214,2011-07-05,5,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2011
6215,2011-07-06,6,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2011
6216,2011-07-07,7,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2011
6217,2011-07-08,8,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2011
6218,2011-07-09,9,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2011
6219,2011-07-10,10,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2011
6220,2011-07-11,11,2,TER,TERCA,7,JUL,JULHO,4,3,2,2011
6221,2011-07-12,12,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2011
6222,2011-07-13,13,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2011
6223,2011-07-14,14,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2011
6224,2011-07-15,15,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2011
6225,2011-07-16,16,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2011
6226,2011-07-17,17,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2011
6227,2011-07-18,18,2,TER,TERCA,7,JUL,JULHO,4,3,2,2011
6228,2011-07-19,19,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2011
6229,2011-07-20,20,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2011
6230,2011-07-21,21,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2011
6231,2011-07-22,22,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2011
6232,2011-07-23,23,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2011
6233,2011-07-24,24,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2011
6234,2011-07-25,25,2,TER,TERCA,7,JUL,JULHO,4,3,2,2011
6235,2011-07-26,26,3,QUA,QUARTA,7,JUL,JULHO,4,3,2,2011
6236,2011-07-27,27,4,QUI,QUINTA,7,JUL,JULHO,4,3,2,2011
6237,2011-07-28,28,5,SEX,SEXTA,7,JUL,JULHO,4,3,2,2011
6238,2011-07-29,29,6,SAB,SABADO,7,JUL,JULHO,4,3,2,2011
6239,2011-07-30,30,7,DOM,DOMINGO,7,JUL,JULHO,4,3,2,2011
6240,2011-07-31,31,1,SEG,SEGUNDA,7,JUL,JULHO,4,3,2,2011
6241,2011-08-01,1,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2011
6242,2011-08-02,2,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2011
6243,2011-08-03,3,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2011
6244,2011-08-04,4,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2011
6245,2011-08-05,5,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2011
6246,2011-08-06,6,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2011
6247,2011-08-07,7,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2011
6248,2011-08-08,8,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2011
6249,2011-08-09,9,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2011
6250,2011-08-10,10,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2011
6251,2011-08-11,11,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2011
6252,2011-08-12,12,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2011
6253,2011-08-13,13,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2011
6254,2011-08-14,14,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2011
6255,2011-08-15,15,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2011
6256,2011-08-16,16,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2011
6257,2011-08-17,17,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2011
6258,2011-08-18,18,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2011
6259,2011-08-19,19,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2011
6260,2011-08-20,20,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2011
6261,2011-08-21,21,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2011
6262,2011-08-22,22,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2011
6263,2011-08-23,23,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2011
6264,2011-08-24,24,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2011
6265,2011-08-25,25,5,SEX,SEXTA,8,AGO,AGOSTO,4,3,2,2011
6266,2011-08-26,26,6,SAB,SABADO,8,AGO,AGOSTO,4,3,2,2011
6267,2011-08-27,27,7,DOM,DOMINGO,8,AGO,AGOSTO,4,3,2,2011
6268,2011-08-28,28,1,SEG,SEGUNDA,8,AGO,AGOSTO,4,3,2,2011
6269,2011-08-29,29,2,TER,TERCA,8,AGO,AGOSTO,4,3,2,2011
6270,2011-08-30,30,3,QUA,QUARTA,8,AGO,AGOSTO,4,3,2,2011
6271,2011-08-31,31,4,QUI,QUINTA,8,AGO,AGOSTO,4,3,2,2011
6272,2011-09-01,1,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2011
6273,2011-09-02,2,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2011
6274,2011-09-03,3,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2011
6275,2011-09-04,4,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2011
6276,2011-09-05,5,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2011
6277,2011-09-06,6,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2011
6278,2011-09-07,7,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2011
6279,2011-09-08,8,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2011
6280,2011-09-09,9,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2011
6281,2011-09-10,10,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2011
6282,2011-09-11,11,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2011
6283,2011-09-12,12,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2011
6284,2011-09-13,13,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2011
6285,2011-09-14,14,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2011
6286,2011-09-15,15,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2011
6287,2011-09-16,16,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2011
6288,2011-09-17,17,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2011
6289,2011-09-18,18,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2011
6290,2011-09-19,19,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2011
6291,2011-09-20,20,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2011
6292,2011-09-21,21,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2011
6293,2011-09-22,22,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2011
6294,2011-09-23,23,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2011
6295,2011-09-24,24,7,DOM,DOMINGO,9,SET,SETEMBRO,5,3,2,2011
6296,2011-09-25,25,1,SEG,SEGUNDA,9,SET,SETEMBRO,5,3,2,2011
6297,2011-09-26,26,2,TER,TERCA,9,SET,SETEMBRO,5,3,2,2011
6298,2011-09-27,27,3,QUA,QUARTA,9,SET,SETEMBRO,5,3,2,2011
6299,2011-09-28,28,4,QUI,QUINTA,9,SET,SETEMBRO,5,3,2,2011
6300,2011-09-29,29,5,SEX,SEXTA,9,SET,SETEMBRO,5,3,2,2011
6301,2011-09-30,30,6,SAB,SABADO,9,SET,SETEMBRO,5,3,2,2011
6302,2011-10-01,1,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2011
6303,2011-10-02,2,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2011
6304,2011-10-03,3,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2011
6305,2011-10-04,4,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2011
6306,2011-10-05,5,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2011
6307,2011-10-06,6,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2011
6308,2011-10-07,7,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2011
6309,2011-10-08,8,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2011
6310,2011-10-09,9,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2011
6311,2011-10-10,10,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2011
6312,2011-10-11,11,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2011
6313,2011-10-12,12,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2011
6314,2011-10-13,13,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2011
6315,2011-10-14,14,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2011
6316,2011-10-15,15,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2011
6317,2011-10-16,16,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2011
6318,2011-10-17,17,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2011
6319,2011-10-18,18,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2011
6320,2011-10-19,19,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2011
6321,2011-10-20,20,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2011
6322,2011-10-21,21,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2011
6323,2011-10-22,22,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2011
6324,2011-10-23,23,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2011
6325,2011-10-24,24,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2011
6326,2011-10-25,25,3,QUA,QUARTA,10,OUT,OUTUBRO,5,4,2,2011
6327,2011-10-26,26,4,QUI,QUINTA,10,OUT,OUTUBRO,5,4,2,2011
6328,2011-10-27,27,5,SEX,SEXTA,10,OUT,OUTUBRO,5,4,2,2011
6329,2011-10-28,28,6,SAB,SABADO,10,OUT,OUTUBRO,5,4,2,2011
6330,2011-10-29,29,7,DOM,DOMINGO,10,OUT,OUTUBRO,5,4,2,2011
6331,2011-10-30,30,1,SEG,SEGUNDA,10,OUT,OUTUBRO,5,4,2,2011
6332,2011-10-31,31,2,TER,TERCA,10,OUT,OUTUBRO,5,4,2,2011
6333,2011-11-01,1,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2011
6334,2011-11-02,2,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2011
6335,2011-11-03,3,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2011
6336,2011-11-04,4,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2011
6337,2011-11-05,5,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2011
6338,2011-11-06,6,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2011
6339,2011-11-07,7,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2011
6340,2011-11-08,8,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2011
6341,2011-11-09,9,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2011
6342,2011-11-10,10,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2011
6343,2011-11-11,11,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2011
6344,2011-11-12,12,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2011
6345,2011-11-13,13,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2011
6346,2011-11-14,14,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2011
6347,2011-11-15,15,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2011
6348,2011-11-16,16,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2011
6349,2011-11-17,17,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2011
6350,2011-11-18,18,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2011
6351,2011-11-19,19,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2011
6352,2011-11-20,20,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2011
6353,2011-11-21,21,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2011
6354,2011-11-22,22,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2011
6355,2011-11-23,23,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2011
6356,2011-11-24,24,5,SEX,SEXTA,11,NOV,NOVEMBRO,6,4,2,2011
6357,2011-11-25,25,6,SAB,SABADO,11,NOV,NOVEMBRO,6,4,2,2011
6358,2011-11-26,26,7,DOM,DOMINGO,11,NOV,NOVEMBRO,6,4,2,2011
6359,2011-11-27,27,1,SEG,SEGUNDA,11,NOV,NOVEMBRO,6,4,2,2011
6360,2011-11-28,28,2,TER,TERCA,11,NOV,NOVEMBRO,6,4,2,2011
6361,2011-11-29,29,3,QUA,QUARTA,11,NOV,NOVEMBRO,6,4,2,2011
6362,2011-11-30,30,4,QUI,QUINTA,11,NOV,NOVEMBRO,6,4,2,2011
6363,2011-12-01,1,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2011
6364,2011-12-02,2,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2011
6365,2011-12-03,3,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2011
6366,2011-12-04,4,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2011
6367,2011-12-05,5,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2011
6368,2011-12-06,6,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2011
6369,2011-12-07,7,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2011
6370,2011-12-08,8,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2011
6371,2011-12-09,9,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2011
6372,2011-12-10,10,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2011
6373,2011-12-11,11,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2011
6374,2011-12-12,12,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2011
6375,2011-12-13,13,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2011
6376,2011-12-14,14,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2011
6377,2011-12-15,15,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2011
6378,2011-12-16,16,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2011
6379,2011-12-17,17,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2011
6380,2011-12-18,18,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2011
6381,2011-12-19,19,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2011
6382,2011-12-20,20,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2011
6383,2011-12-21,21,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2011
6384,2011-12-22,22,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2011
6385,2011-12-23,23,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2011
6386,2011-12-24,24,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2011
6387,2011-12-25,25,1,SEG,SEGUNDA,12,DEZ,DEZEMBRO,6,4,2,2011
6388,2011-12-26,26,2,TER,TERCA,12,DEZ,DEZEMBRO,6,4,2,2011
6389,2011-12-27,27,3,QUA,QUARTA,12,DEZ,DEZEMBRO,6,4,2,2011
6390,2011-12-28,28,4,QUI,QUINTA,12,DEZ,DEZEMBRO,6,4,2,2011
6391,2011-12-29,29,5,SEX,SEXTA,12,DEZ,DEZEMBRO,6,4,2,2011
6392,2011-12-30,30,6,SAB,SABADO,12,DEZ,DEZEMBRO,6,4,2,2011
6393,2011-12-31,31,7,DOM,DOMINGO,12,DEZ,DEZEMBRO,6,4,2,2011
6394,2012-01-01,1,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2012
6395,2012-01-02,2,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2012
6396,2012-01-03,3,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2012
6397,2012-01-04,4,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2012
6398,2012-01-05,5,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2012
6399,2012-01-06,6,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2012
6400,2012-01-07,7,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2012
6401,2012-01-08,8,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2012
6402,2012-01-09,9,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2012
6403,2012-01-10,10,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2012
6404,2012-01-11,11,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2012
6405,2012-01-12,12,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2012
6406,2012-01-13,13,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2012
6407,2012-01-14,14,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2012
6408,2012-01-15,15,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2012
6409,2012-01-16,16,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2012
6410,2012-01-17,17,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2012
6411,2012-01-18,18,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2012
6412,2012-01-19,19,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2012
6413,2012-01-20,20,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2012
6414,2012-01-21,21,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2012
6415,2012-01-22,22,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2012
6416,2012-01-23,23,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2012
6417,2012-01-24,24,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2012
6418,2012-01-25,25,4,QUI,QUINTA,1,JAN,JANEIRO,1,1,1,2012
6419,2012-01-26,26,5,SEX,SEXTA,1,JAN,JANEIRO,1,1,1,2012
6420,2012-01-27,27,6,SAB,SABADO,1,JAN,JANEIRO,1,1,1,2012
6421,2012-01-28,28,7,DOM,DOMINGO,1,JAN,JANEIRO,1,1,1,2012
6422,2012-01-29,29,1,SEG,SEGUNDA,1,JAN,JANEIRO,1,1,1,2012
6423,2012-01-30,30,2,TER,TERCA,1,JAN,JANEIRO,1,1,1,2012
6424,2012-01-31,31,3,QUA,QUARTA,1,JAN,JANEIRO,1,1,1,2012
6425,2012-02-01,1,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2012
6426,2012-02-02,2,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2012
6427,2012-02-03,3,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2012
6428,2012-02-04,4,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2012
6429,2012-02-05,5,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2012
6430,2012-02-06,6,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2012
6431,2012-02-07,7,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2012
6432,2012-02-08,8,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2012
6433,2012-02-09,9,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2012
6434,2012-02-10,10,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2012
6435,2012-02-11,11,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2012
6436,2012-02-12,12,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2012
6437,2012-02-13,13,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2012
6438,2012-02-14,14,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2012
6439,2012-02-15,15,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2012
6440,2012-02-16,16,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2012
6441,2012-02-17,17,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2012
6442,2012-02-18,18,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2012
6443,2012-02-19,19,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2012
6444,2012-02-20,20,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2012
6445,2012-02-21,21,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2012
6446,2012-02-22,22,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2012
6447,2012-02-23,23,5,SEX,SEXTA,2,FEV,FEVEREIRO,1,1,1,2012
6448,2012-02-24,24,6,SAB,SABADO,2,FEV,FEVEREIRO,1,1,1,2012
6449,2012-02-25,25,7,DOM,DOMINGO,2,FEV,FEVEREIRO,1,1,1,2012
6450,2012-02-26,26,1,SEG,SEGUNDA,2,FEV,FEVEREIRO,1,1,1,2012
6451,2012-02-27,27,2,TER,TERCA,2,FEV,FEVEREIRO,1,1,1,2012
6452,2012-02-28,28,3,QUA,QUARTA,2,FEV,FEVEREIRO,1,1,1,2012
6453,2012-02-29,29,4,QUI,QUINTA,2,FEV,FEVEREIRO,1,1,1,2012
6454,2012-03-01,1,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2012
6455,2012-03-02,2,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2012
6456,2012-03-03,3,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2012
6457,2012-03-04,4,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2012
6458,2012-03-05,5,2,TER,TERCA,3,MAR,MARCO,2,1,1,2012
6459,2012-03-06,6,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2012
6460,2012-03-07,7,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2012
6461,2012-03-08,8,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2012
6462,2012-03-09,9,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2012
6463,2012-03-10,10,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2012
6464,2012-03-11,11,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2012
6465,2012-03-12,12,2,TER,TERCA,3,MAR,MARCO,2,1,1,2012
6466,2012-03-13,13,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2012
6467,2012-03-14,14,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2012
6468,2012-03-15,15,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2012
6469,2012-03-16,16,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2012
6470,2012-03-17,17,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2012
6471,2012-03-18,18,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2012
6472,2012-03-19,19,2,TER,TERCA,3,MAR,MARCO,2,1,1,2012
6473,2012-03-20,20,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2012
6474,2012-03-21,21,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2012
6475,2012-03-22,22,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2012
6476,2012-03-23,23,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2012
6477,2012-03-24,24,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2012
6478,2012-03-25,25,1,SEG,SEGUNDA,3,MAR,MARCO,2,1,1,2012
6479,2012-03-26,26,2,TER,TERCA,3,MAR,MARCO,2,1,1,2012
6480,2012-03-27,27,3,QUA,QUARTA,3,MAR,MARCO,2,1,1,2012
6481,2012-03-28,28,4,QUI,QUINTA,3,MAR,MARCO,2,1,1,2012
6482,2012-03-29,29,5,SEX,SEXTA,3,MAR,MARCO,2,1,1,2012
6483,2012-03-30,30,6,SAB,SABADO,3,MAR,MARCO,2,1,1,2012
6484,2012-03-31,31,7,DOM,DOMINGO,3,MAR,MARCO,2,1,1,2012
6485,2012-04-01,1,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2012
6486,2012-04-02,2,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2012
6487,2012-04-03,3,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2012
6488,2012-04-04,4,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2012
6489,2012-04-05,5,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2012
6490,2012-04-06,6,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2012
6491,2012-04-07,7,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2012
6492,2012-04-08,8,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2012
6493,2012-04-09,9,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2012
6494,2012-04-10,10,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2012
6495,2012-04-11,11,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2012
6496,2012-04-12,12,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2012
6497,2012-04-13,13,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2012
6498,2012-04-14,14,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2012
6499,2012-04-15,15,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2012
6500,2012-04-16,16,2,TER,TERCA,4,ABR,ABRIL,2,2,1,2012
6501,2012-04-17,17,3,QUA,QUARTA,4,ABR,ABRIL,2,2,1,2012
6502,2012-04-18,18,4,QUI,QUINTA,4,ABR,ABRIL,2,2,1,2012
6503,2012-04-19,19,5,SEX,SEXTA,4,ABR,ABRIL,2,2,1,2012
6504,2012-04-20,20,6,SAB,SABADO,4,ABR,ABRIL,2,2,1,2012
6505,2012-04-21,21,7,DOM,DOMINGO,4,ABR,ABRIL,2,2,1,2012
6506,2012-04-22,22,1,SEG,SEGUNDA,4,ABR,ABRIL,2,2,1,2012
